company,code,subcode,amount,description,price
ALLIED,NDTC198-0011,#1C21A-0025  (19.844)  M.G.K20+TIALN/PVD,4,"להב קידוח, דגם T-A, מתקש מצופה",9.96
ALLIED,NDTC220-0020,#1C21A-22.0            M.G.K20-TIALN/PVD,3,"להב קידוח, דגם T-A, מתקש מצופה",46.74
ALLIED,NDTC135-0011,#1C50A-13.5            M.G.P40+TIALN/PVD,4,"להב קידוח, דגם T-A, מתקש מצופה",40.9
ALLIED,NDTC222-0011,#1C51A-0028 (22.223)   M.G.P40-TIALN/PVD,6,"להב קידוח, דגם T-A, מתקש מצופה",46.74
ALLIED,NDTC220-0013,#1C51A-22.0            M.G.P40-TIALN/PVD,1,"להב קידוח, דגם T-A, מתקש מצופה",46.74
ALLIED,NDTC240-0013,#1C51A-24.0            M.G.P40-TIALN/PVD,4,"להב קידוח, דגם T-A, מתקש מצופה",120.41
ALLIED,NDTC254-0010,#1C52A-0100 (25.4)     M.G.P40-TIALN/PVD,2,"להב קידוח, דגם T-A, מתקש מצופה",136.75
ALLIED,NHSBA20-0013,"#21000S-16ER(RANGE13.0-17.5,B=22,d=16ER)",2,"מקדחSTUB,תעול ישר,קנה ישר+קרור",416.96
ALLIED,NHSBA20-0015,"#21000S-20ER(RANGE13.0-17.5,B=22,d=20ER)",3,"מקדחSTUB,תעול ישר,קנה ישר+קרור",416.96
ALLIED,NHSBA20-0010,"#21000S-20FM(RANGE13.0-17.5,B=22,d20*42)",2,"מקדחSTUB,תעול ישר,קנה ישר+קרור",142.78
ALLIED,NHSBA20-0020,"#21005S-20FM(RANGE15.5-17.5,B=22,d20*42)",2,"מקדחSTUB,תעול ישר,קנה ישר+קרור",155.1
ALLIED,NHSBA25-0010,"#21010S-25FM(RANGE17.8-24.0,B=48,d25*53)",8,"מקדחSTUB,תעול ישר,קנה ישר+קרור",117.21
ALLIED,NHSBA25-0020,"#21015S-25FM(RANGE22.0-24.0,B=57,d25*53)",2,"מקדחSTUB,תעול ישר,קנה ישר+קרור",306.31
ALLIED,NHSBA32-0010,"#21020S-32FM(RANGE24.6-35.0,B=57,d32*58)",3,"מקדחSTUB,תעול ישר,קנה ישר+קרור",189.1
ALLIED,NHSBA16-0020,"#210Z0S-16FM(RANGE11.5-12.5,B=19,d16*42)",3,"מקדחSTUB,תעול ישר,קנה ישר+קרור",504.97
ALLIED,NHSTA20-0030,"#22000S-20FM(RANGE13.0-17.5,B=35,d20*42)",2,"מקדח קצר,תעול ישר,קנה ישר+קרור",388.82
ALLIED,NHSTA20-0040,"#22005S-20FM(RANGE15.5-17.5,B=35,d20*42)",2,"מקדח קצר,תעול ישר,קנה ישר+קרור",388.82
ALLIED,NHSTA03-0011,"#22010S-003I  (RANGE17.8-24.0,B=70,MT=3)",2,"מקד'קצר,תעול ישר,קנה קוני+קרור",110.77
ALLIED,NHSTA25-0010,"#22010S-25FM(RANGE17.8-24.0,B=67,d25*53)",3,"מקדח קצר,תעול ישר,קנה ישר+קרור",441.73
ALLIED,NHSTA25-0020,"#22015S-25FM(RANGE22.0-24.0,B=67,d25*53)",5,"מקדח קצר,תעול ישר,קנה ישר+קרור",409.42
ALLIED,NHSTA32-0010,"#22020S-32FM(RANGE24.6-35.0,B=86,d32*58)",1,"מקדח קצר,תעול ישר,קנה ישר+קרור",394.01
ALLIED,NHSTA40-0010,"#22030S-40FM(RANGE35.7-47.6,B121,d40*70)",1,"מקדח קצר,תעול ישר,קנה ישר+קרור",561.87
ALLIED,NHSTA40-0020,"#22040S-40FM(RANGE48.0-65.1,B130,d40*70)",1,"מקדח קצר,תעול ישר,קנה ישר+קרור",614.09
ALLIED,NHSTA20-0020,"#220Z0S-20FM(RANGE11.1-12.7,B=32,d20*42)",2,"מקדח קצר,תעול ישר,קנה ישר+קרור",378.5
ALLIED,NHMTA03-0010,"#23010H-003M (RANGE17.8-24.0,B=121,MT=3)",1,"מקדח MED,ספירלי,קנה קוני+קרור",173.16
ALLIED,NHMTA25-0010,"#23010H-25FM(RANGE17.8-24.0,B118,d25*53)",4,"מקדח MED,ספירלי,קנה ישר+קרור",443.99
ALLIED,NHMTA03-0011,"#23010S-003I (RANGE17.8-24.0,B=121,MT=3)",2,"מקדחMED,תעול ישר,קנה קוני+קרור",160.42
ALLIED,NHMTA03-0022,"#23015H-003I  (RANGE22.0-24.0,B121,MT=3)",2,"מקדח MED,ספירלי,קנה קוני+קרור",185.91
ALLIED,NHMTA25-0020,"#23015H-25FM(RANGE18.0-20.0,B118,d25*53)",2,"מקדח MED,ספירלי,קנה ישר+קרור",508.09
ALLIED,NHMTA32-0010,"#23020H-32FM(RANGE24.6-35.0,B137,d32*58)",1,"מקדח MED,ספירלי,קנה ישר+קרור",633.85
ALLIED,NHMTA32-0020,"#23025H-32FM(RANGE30.0-35.0,B137,d32*58)",1,"מקדח MED,ספירלי,קנה ישר+קרור",211.4
ALLIED,NHMTA40-0010,"#23030H-40FM(RANGE35.7-47.6,B165,d40*70)",2,"מקדח MED,ספירלי,קנה ישר+קרור",264.52
ALLIED,NHLTA20-0030,"#24000H-20FM(RANGE13.0-17.5,B=64,d20*42)",1,"מקדח ארוך,ספירלי,קנה ישר+קרור",409.42
ALLIED,NHLTA20-0040,"#24005H-20FM(RANGE15.5-17.5,B=64,d20*42)",6,"מקדח ארוך,ספירלי,קנה ישר+קרור",534.71
ALLIED,NHLTA03-0014,"#24010H-003I (RANGE17.8-24.0,B=172,MT=3)",1,"מקדח ארוך,ספירלי,קנה קוני+קרור",183.78
ALLIED,NHLTA25-0010,"#24010H-25FM(RANGE17.8-24.0,B168,d25*53)",4,"מקדח ארוך,ספירלי,קנה ישר+קרור",490.37
ALLIED,NHLTA03-0013,"#24010S-003I (RANGE17.8-24.0,B=172,MT=3)",1,"מק'ארוך,תעול ישר,קנה קוני+קרור",167.85
ALLIED,NHLTA03-0012,"#24010S-004I (RANGE17.8-24.0,B=172,MT=4)",2,"מק'ארוך,תעול ישר,קנה קוני+קרור",173.16
ALLIED,NHLTA03-0020,"#24015H-003M (RANGE22.0-24.0,B=172,MT=3)",1,"מקדח ארוך,ספירלי,קנה קוני+קרור",196.53
ALLIED,NHLTA25-0020,"#24015H-25FM(RANGE22.0-24.0,B167,d25*53)",6,"מקדח ארוך,ספירלי,קנה ישר+קרור",555.15
ALLIED,NHLTA03-0022,"#24015S-003I (RANGE22.0-24.0,B=172,MT=3)",1,"מק'ארוך,תעול ישר,קנה קוני+קרור",179.53
ALLIED,NHLTA04-0010,"#24020H-004M (RANGE24.6-35.0,B=187,MT=4)",2,"מקדח ארוך,ספירלי,קנה קוני+קרור",629.33
ALLIED,NHLTA32-0010,"#24020H-32FM(RANGE24.6-35.0,B187,d32*58)",2,"מקדח ארוך,ספירלי,קנה ישר+קרור",567.86
ALLIED,NHLTA04-0013,"#24020S-004I (RANGE24.6-35.0,B=187,MT=4)",2,"מק'ארוך,תעול ישר,קנה קוני+קרור",190.16
ALLIED,NHLTA04-0020,"#24025H-004M (RANGE30.0-35.0,B=187,MT=4)",1,"מקדח ארוך,ספירלי,קנה קוני+קרור",227.34
ALLIED,NHLTA32-0020,"#24025H-32FM(RANGE30.0-35.0,B187,d32*58)",3,"מקדח ארוך,ספירלי,קנה ישר+קרור",619.13
ALLIED,NHLTA04-0030,"#24030H-004M (RANGE35.7-47.6,B=210,MT=4)",1,"מקדח ארוך,ספירלי,קנה קוני+קרור",747.53
ALLIED,NHLTA40-0010,"#24030H-40FM(RANGE35.7-47.6,B210,d40*70)",1,"מקדח ארוך,ספירלי,קנה ישר+קרור",747.53
ALLIED,NHLTA04-0031,"#24030S-004I (RANGE35.7-47.6,B=210,MT=4)",1,"מק'ארוך,תעול ישר,קנה קוני+קרור",211.4
ALLIED,NHLTA40-0020,#24040S-0051,1,"מקדח ארוך,ספירלי,קנה ישר+קרור",0
ALLIED,NHLTA20-0010,"#240Y0H-20FM (RANGE9.5-11.0,B=60,d20*42)",1,"מקדח ארוך,ספירלי,קנה ישר+קרור",413.7
ALLIED,NHLTA20-0020,"#240Z0H-20FM(RANGE11.1-12.7,B=60,d20*42)",3,"מקדח ארוך,ספירלי,קנה ישר+קרור",493.06
ALLIED,NHETA02-0032,"#25000H-002I (RANGE13.0-17.5,B=114,MT=2)",1,"מק' א.מאוד,ספיר',קנה קוני+קרור",175.29
ALLIED,NHETA02-0031,"#25000S-002I (RANGE13.0-17.5,B=114,MT=2)",2,"מק'ארוך,תעול ישר,קנה קוני+קרור",0
ALLIED,NHETA02-0035,"#25000S-075L(RANGE13.0-15.5,B114,D19.05",1,"מק' בינוני,,קנה ישר+קרור פנימי",406
ALLIED,NHETA02-0033,"#25005H-002I (RANGE15.5-17.5,B=114,MT=2)",4,"מק' א.מאוד,ספיר',קנה קוני+קרור",175.29
ALLIED,NHETA02-0040,"#25005H-002M (RANGE15.5-17.5,B=114,MT=2)",1,"מק' א.מאוד,ספיר',קנה קוני+קרור",161.37
ALLIED,NHETA20-0040,"#25005H-20FM(RANGE15.5-17.5,B114,d20*42)",5,"מקדח א. מא',ספיר',קנה ישר+קרור",180.59
ALLIED,NHETA25-0010,"#25010H-25FM(RANGE17.8-24.0,B270,d25*53)",1,"מקדח א. מא',ספיר',קנה ישר+קרור",328.09
ALLIED,NHETA03-0021,"#25015H-003I (RANGE22.0-24.0,B=273,MT=3)",2,"מק'ארוך,תעול ישר,קנה קוני+קרור",326.45
ALLIED,NHETA25-0020,"#25015H-25FM(RANGE22.0-24.0,B270,d25*53)",4,"מקדח א. מא',ספיר',קנה ישר+קרור",346.04
ALLIED,NHETA04-0011,"#25020S-004I (RANGE24.6-35.0,B=289,MT=4)",1,"מק'ארוך,תעול ישר,קנה קוני+קרור",213.53
ALLIED,NHETA04-0021,"#25025S-004I (RANGE30.0-35.0,B=289,MT=4)",1,"מק'ארוך,תעול ישר,קנה קוני+קרור",227.34
ALLIED,NHLTA40-0030,"#25030S-40FM(RANGE35.7-47.6,B349,d40*70)",1,"מקדח ארוך,תעולישר,קנה ישר+קרור",859.6
ALLIED,NHETA20-0010,"#250Y0H-20FM(RANGE9.5-11.0,B=111,d20*42)",2,"מקדח א. מא',ספיר',קנה ישר+קרור",482.74
ALLIED,NHETA20-0020,"#250Z0H-20FM(RANGE11.1-12.7,B111,d20*42)",2,"מקדח א. מא',ספיר',קנה ישר+קרור",456.6
ALLIED,NHGTA02-0050,"#26000H-002I (RANGE13.0-17.5,B=178,MT=2)",2,"מק' א.מאוד,ספיר',קנה קוני+קרור",333.28
ALLIED,NHGTA20-0050,"#26000H-20FM(RANGE13.0-17.5,B178,d20*42)",1,"מקדח א. מא',ספיר',קנה ישר+קרור",570.49
ALLIED,NHGTA02-0055,"#26000S-075L(RANGE13.0-17.5B178,D19.05",1,"מק' בינוני,,קנה ישר+קרור פנימי",484.02
ALLIED,NHGTA02-0060,"#26005H-002I (RANGE15.5-17.5,B=178,MT=2)",1,"מק' א.מאוד,ספיר',קנה קוני+קרור",526.94
ALLIED,NHGTA20-0060,"#26005H-20FM(RANGE15.5-17.5,B178,d20*42)",1,"מקדח א. מא',ספיר',קנה ישר+קרור",545.38
ALLIED,NHEXL20-0050,"#27000S-20FM(RANGE13.0-17.5,B295,d20*42)",2,"מקדח ארוך מאוד,תעול ישר,קנה ישר+קרור",521.05
ALLIED,NHEXL25-0050,"#27010S-25FM(RANGE18.0-24.0,B457,d25*51)",2,"מקדח ארוך מאוד,תעול ישר,קנה ישר+קרור",547.59
ALLIED,NHEXL32-0050,"#27020S-32FM(RANGE25.0-35.0,B511,d32*58)",1,"מקדח ארוך מאוד,תעול ישר,קנה ישר+קרור",647.03
ALLIED,NHEXL20-0010,"#270Y0S-20FM(RANGE09.5-11.1,B222,d20*42)",2,"מקדח ארוך מאוד,תעול ישר,קנה ישר+קרור",583.7
ALLIED,NHEXL20-0030,"#270Z0S-20FM(RANGE11.1-12.7,B222,d20*42)",3,"מקדח ארוך מאוד,תעול ישר,קנה ישר+קרור",600.71
ALLIED,NHRCA2S-0011,#2T-2SR.................................,2,"טבעת קרור,מסתובבת,קנה קוניMT=2",0
ALLIED,NHRCA3S-0011,#2T-3SR.................................,2,"טבעת קרור,מסתובבת,קנה קוניMT=3",104.6
ALLIED,NHRCA4S-0011,#2T-4SR.................................,1,"טבעת קרור,מסתובבת,קנה קוניMT=4",20.19
ALLIED,NDGH200-0020,#450H-0020       CPM-T15+AM200/PVD COAT.,8,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",70
ALLIED,NDGH140-0010,#450H-14.0       CPM-T15+AM200/PVD COAT.,10,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",86.53
ALLIED,NDGH150-0010,#450H-15.0       CPM-T15+AM200/PVD COAT.,16,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",73.66
ALLIED,NDGH155-0010,#450H-15.5       CPM-T15+AM200/PVD COAT.,4,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",66.14
ALLIED,NDGH160-0010,#450H-16.0       CPM-T15+AM200/PVD COAT.,14,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",76.95
ALLIED,NDGH170-0015,#450H-17-HE      CPM-T15+AM200/PVD COAT.,3,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",81.03
ALLIED,NDTH180-0030,#451A-18.0                 M48+TIALN/PVD,2,"להב קידוח, דגם HSSCO,GEN2 T-A מצופה",96.84
ALLIED,NDGH186-0010,#451H-.734       CPM-T15+AM200/PVD COAT.,8,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",77.32
ALLIED,NDGH203-0010,#451H-.801(20.34)CPM-T15+AM200/PVD COAT.,10,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",83.56
ALLIED,NDGH218-0010,#451H-.859(21.83)CPM-T15+AM200/PVD COAT.,10,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",87.3
ALLIED,NDGH234-0010,#451H-.9219      CPM-T15+AM200/PVD COAT.,12,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",87.3
ALLIED,NDGH198-0010,#451H-0025(19.84)CPM-T15+AM200/PVD COAT.,2,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",83.56
ALLIED,NDGH206-0010,#451H-0026(20.64)CPM-T15+AM200/PVD COAT.,10,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",74.98
ALLIED,NDGH214-0010,#451H-0027(21.43)CPM-T15+AM200/PVD COAT.,10,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",87.3
ALLIED,NDGH190-0010,#451H-19.0       CPM-T15+AM200/PVD COAT.,14,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",97.68
ALLIED,NDGH200-0010,#451H-20.0       CPM-T15+AM200/PVD COAT.,6,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",90.56
ALLIED,NDGH210-0010,#451H-21.0       CPM-T15+AM200/PVD COAT.,8,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",97.68
ALLIED,NDGH210-0015,#451H-21.5       CPM-T15+AM200/PVD COAT.,6,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",87.3
ALLIED,NDGH235-0010,#451H-23.5       CPM-T15+AM200/PVD COAT.,10,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",91.77
ALLIED,NDGH240-0010,#451H-24.0       CPM-T15+AM200/PVD COAT.,8,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",90.56
ALLIED,NDGH262-0010,#452H-0101 (21.19)CPM-T15+AM200/PVD COAT.,6,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",105.54
ALLIED,NDGH270-0010,#452H-27.0       CPM-T15+AM200/PVD COAT.,6,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",105.11
ALLIED,NDGH310-0010,#452H-31.0       CPM-T15+AM200/PVD COAT.,8,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",102.57
ALLIED,NDGH320-0010,#452H-32.0       CPM-T15+AM200/PVD COAT.,6,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",113.33
ALLIED,NDGH330-0010,#452H-33.0       CPM-T15+AM200/PVD COAT.,6,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",103.73
ALLIED,NDGH397-0010,#453H-0118(39.69)CPM-T15+AM200/PVD COAT.,8,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",117.73
ALLIED,NDGH413-0010,#453H-0120(41.27)CPM-T15+AM200/PVD COAT.,7,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",122.19
ALLIED,NDGH445-0010,#453H-0124(44.45)CPM-T15+AM200/PVD COAT.,4,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",122.19
ALLIED,NDGH476-0010,#453H-0128(47.63)CPM-T15+AM200/PVD COAT.,4,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",107.15
ALLIED,NDGH360-0010,#453H-36.0       CPM-T15+AM200/PVD COAT.,5,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",121.25
ALLIED,NDGH380-0010,#453H-38.0       CPM-T15+AM200/PVD COAT.,1,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",122.19
ALLIED,NDGH420-0010,#453H-42.0       CPM-T15+AM200/PVD COAT.,5,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",113.39
ALLIED,NDGH440-0010,#453H-44.0       CPM-T15+AM200/PVD COAT.,12,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",122.19
ALLIED,NDGH450-0010,#453H-45.0       CPM-T15+AM200/PVD COAT.,6,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",122.19
ALLIED,NDGH572-0015,#454H-0208     CPM-T15+AM200/PVD COATING,3,"להב קידוח, דגם HSSCO,GEN2 T-A מצופה",155.83
ALLIED,NDGH480-0010,#454H-48.0     CPM-T15+AM200/PVD COATING,1,"להב קידוח, דגם HSSCO,GEN2 T-A מצופה",155.83
ALLIED,NDGH540-0015,#454H-54.0     CPM-T15+AM200/PVD COATING,3,"להב קידוח, דגם HSSCO,GEN2 T-A מצופה",140.89
ALLIED,NDGH620-0010,#454H-62.0     CPM-T15+AM200/PVD COATING,2,"להב קידוח, דגם HSSCO,GEN2 T-A מצופה",155.83
ALLIED,NDGH100-0010,#45YH-10.0  D=10.0    CPM-T15+AM200/PVD,8,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",68.33
ALLIED,NDGH105-0010,#45YH-10.5  D=10.5    CPM-T15+AM200/PVD,2,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",76
ALLIED,NDGH111-0010,#45ZH-0014  D=11.11   CPM-T15+AM200/PVD,6,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",76
ALLIED,NDGH115-0010,#45ZH-11.5  D=12.0    CPM-T15+AM200/PVD,6,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",76
ALLIED,NDGH120-0010,#45ZH-12.0  D=12.0    CPM-T15+AM200/PVD,10,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",73.01
ALLIED,NDGH125-0010,#45ZH-12.5  D=12.0    CPM-T15+AM200/PVD,2,"להב קידוח, דגם HSSCO,GEN2 T-A, מצופה",76
ALLIED,NDGC150-0010,#4C10H-15   (15.00)M.G.P40+AM200 COATING,2,"להב קידוח מתקש מצופה, GEN2-TA",112.9
ALLIED,NDGC170-0010,#4C10H-17   (17.00)M.G.P40+AM200 COATING,4,"להב קידוח מתקש מצופה, GEN2-TA",125.06
ALLIED,NDGC198-0010,#4C11H-0025 (19.84)M.G.P40+AM200 COATING,4,"להב קידוח מתקש מצופה, GEN2-TA",129.99
ALLIED,NDGC180-0010,#4C21H-18   (18.00)M.G.K20+AM200 COATING,2,"להב קידוח מתקש מצופה, GEN2-TA",152
ALLIED,NDGC190-0010,#4C21H-19   (19.00)M.G.K20+AM200 COATING,2,"להב קידוח מתקש מצופה, GEN2-TA",152
ALLIED,NDGC210-0010,#4C21H-21   (21.00)M.G.K20+AM200 COATING,2,"להב קידוח מתקש מצופה, GEN2-TA",152
ALLIED,NDGC230-0010,#4C21H-23   (23.00)M.G.K20+AM200 COATING,2,"להב קידוח מתקש מצופה, GEN2-TA",152
ALLIED,,#1024A-0227,2,,0
ALLIED,,#150A-14-SP,2,,0
ALLIED,,#150A-17-SP,3,,0
ALLIED,,#150H-0020-FB,4,,0
ALLIED,,#150H-15-FB,4,,0
ALLIED,,#150T-.578-FB,4,,0
ALLIED,,#150T-.640-FB,4,,0
ALLIED,,#150T-0018-FB,4,,0
ALLIED,,#150T-0021-FB,2,,0
ALLIED,,#150T-0021-FB,2,,0
ALLIED,,#150T-0026-FB,4,,0
ALLIED,,#150T-14.5-FB,4,,0
ALLIED,,#150T-15.5-FB,4,,0
ALLIED,,#150T-16.5,2,,0
ALLIED,,#150T-16.5-FB,4,,0
ALLIED,,#151N-22,2,,0
ALLIED,,#151T-0023-FB,4,,0
ALLIED,,#151T-18.5-FB,4,,0
ALLIED,,#151T-18.5-FB,2,,0
ALLIED,,#151T-19.5-FB,4,,0
ALLIED,,#151T-20.5-FB,4,,0
ALLIED,,#151T-21.5-FB ,4,,0
ALLIED,,#151T-22.5-FB,4,,0
ALLIED,,#151T-24-FB,6,,0
ALLIED,,#152A-0110      CPM T15+TIALN/PVD,2,,0
ALLIED,,#152A-30-SP,2,,0
ALLIED,,#152H-26.5-FB,6,,0
ALLIED,,#152T-33-FB,4,,0
ALLIED,,#153T-13.5-FB,4,,0
ALLIED,,#153T-23.5-FB,4,,0
ALLIED,,#153T-36-FB,2,,0
ALLIED,,#153T-38-FB,2,,0
ALLIED,,#153T-40-FB,2,,0
ALLIED,,#153T-42-FB,2,,0
ALLIED,,#153T-44-FB,1,,0
ALLIED,,#153T-45-FB,2,,0
ALLIED,,#154T-55,,,0
ALLIED,,#15ZA-12-SP,2,,0
ALLIED,,#15ZH-0014-FB,4,,0
ALLIED,,#15ZH-0015-FB,4,,0
ALLIED,,#15ZT-0016-FB,4,,0
ALLIED,,#15ZT-12.5-FB,4,,0
ALLIED,,#1C20A-16-FB,4,,0
ALLIED,,#1C22H-26.5-FB,4,,0
ALLIED,,#1C2YA-10-FB,2,,0
ALLIED,,#210105-2,1,,0
ALLIED,,#210Z0S-16ER,2,,0
ALLIED,,#210Z0S-20ER,2,,0
ALLIED,,#22015S-003M,1,,0
ALLIED,,#220Y0S-20FM,3,,0
ALLIED,,#24010H-003M,1,,0
ALLIED,,#24500H-20FM,2,,0
ALLIED,,#24510H-25FM,4,,0
ALLIED,,#24520H-32FM,2,,0
ALLIED,,#245Y0H-20FM,6,,0
ALLIED,,#245Z0H-20FM,4,,0
ALLIED,,#26010H-25FM,1,,0
ALLIED,,#26500H-20FM,3,,0
ALLIED,,#29000S-20FM,1,,0
ALLIED,,#450H-0021,4,,0
ALLIED,,#450H-13.5,6,,0
ALLIED,,#450H-14.5,10,,0
ALLIED,,#450H-17.0       CPM-T15+AM200/PVD COAT.,16,,0
ALLIED,,#451-0023,4,,0
ALLIED,,#451H-.7240,4,,0
ALLIED,,#451H-.796,4,,0
ALLIED,,#451H-.890,6,,0
ALLIED,,#451H-0028       CPM-T15+AM200/PVD COAT.,4,,0
ALLIED,,#451H-18.0       CPM-T15+AM200/PVD COAT.,6,,0
ALLIED,,#451H-18.5,6,,0
ALLIED,,#451H-19.5,6,,0
ALLIED,,#451H-20.5,6,,0
ALLIED,,#451H-21.5,10,,0
ALLIED,,#451H-22.0       CPM-T15+AM200/PVD COAT.,4,,0
ALLIED,,#451H-22.5       CPM-T15+AM200/PVD COAT.,10,,0
ALLIED,,#451H-23.0       CPM-T15+AM200/PVD COAT.,4,,0
ALLIED,,#452H-.976,8,,0
ALLIED,,#452H-0100,6,,0
ALLIED,,#452H-0104,6,,0
ALLIED,,#452H-0106,2,,0
ALLIED,,#452H-0108,4,,0
ALLIED,,#452H-1.015,6,,0
ALLIED,,#452H-24.5,6,,0
ALLIED,,#452H-26,6,,0
ALLIED,,#452H-26.5,3,,0
ALLIED,,#452H-27.5,8,,0
ALLIED,,#452H-28.5,8,,0
ALLIED,,#452H-29,4,,0
ALLIED,,#452H-29.5,6,,0
ALLIED,,#452H-30,12,,0
ALLIED,,#452H-30.5,8,,0
ALLIED,,#452H-31.5,4,,0
ALLIED,,#452H-32.5,8,,0
ALLIED,,#452H-33.5,8,,0
ALLIED,,#452H-34,12,,0
ALLIED,,#452H-34.5,8,,0
ALLIED,,#452H-35,6,,0
ALLIED,,#453H-0113,5,,0
ALLIED,,#453H-0114,3,,0
ALLIED,,#453H-0119,10,,0
ALLIED,,#453H-0123,5,,0
ALLIED,,#453H-39,5,,0
ALLIED,,#453H-41,5,,0
ALLIED,,#453H-43,5,,0
ALLIED,,#453H-44,7,,0
ALLIED,,#453H-45.5,4,,0
ALLIED,,#453H-46,5,,0
ALLIED,,#454H-0200,4,,0
ALLIED,,#454H-48,3,,0
ALLIED,,#454H-49,3,,0
ALLIED,,#454H-50,2,,0
ALLIED,,#454H-52,3,,0
ALLIED,,#454H-55,4,,0
ALLIED,,#454H-56,3,,0
ALLIED,,#454H-58,3,,0
ALLIED,,#454H-59,3,,0
ALLIED,,#454H-60,5,,0
ALLIED,,#45ZH-.451,6,,0
ALLIED,,#45ZH-.484,6,,0
ALLIED,,#45ZH-.506,6,,0
ALLIED,,#45ZH-0015,6,,0
ALLIED,,#45ZH-0016,6,,0
ALLIED,,#45ZH-12.5,4,,0
ALLIED,,#4C10H-14,2,,0
ALLIED,,#4C12H-25.7,4,,0
ALLIED,,#4C1ZH-12,2,,0
ALLIED,,#4C20H-14,2,,0
ALLIED,,#4C20H-17,2,,0
ALLIED,,#4C22H-1.015,2,,0
ALLIED,,#4C2ZH-12,2,,0
ALLIED,,#7C126P-26.5,3,,0
ALLIED,,#7C226P-26.5,2,,0
ALLIED,,#HTA1B05-25FM,1,,0
ALLIED,,#HTA1B15-25FM,1,,0
ALLIED,,#TAN1-20.00,2,,0
ALLIED,,#TAP1-20.00,2,,0
ALLIED,,#TAX1-20.00,4,,0
ALLIED,,#XTP26-26.50,1,,0
ALLIED,,#HXT0326S-32FM,1,,0
ALLIED,,#TAX2-25.00,2,,0
ALLIED,,#45H-17.5,6,,0
ALLIED,,#TAX0-16.00,2,,0
ALLIED,,#1C20A-16.5-FB,2,,0
ALLIED,,#450H-640,6,,0
ALLIED,,#450H-0018,6,,0
ALLIED,,#1C20A-16.5-FB,2,,0
DAPRA,APET120408-DMK25,,10,לוחית כרסום ,0
DAPRA,DSS-1208-D-DMK30-IN,,10,לוחית כרסום ,0
DAPRA,DSS-1208-D-DMK35-HM,,30,לוחית כרסום ,0
DAPRA,DSS-1208-T-DMK35-IN,,30,לוחית כרסום ,0
DAPRA,DSS-1208-T-DMP25-HM,,30,לוחית כרסום ,0
DAPRA,DSS-1216-D-DMK30-IN,,10,לוחית כרסום ,0
DAPRA,DSS-1216-D-DMK35-IN,,10,לוחית כרסום ,0
DAPRA,DSSEM-1000-MOD-D45-3C,,1,כרסום ,0
DAPRA,DSSEM-1250-MOD-D45-4C,,1,כרסום ,0
DAPRA,DTB-12-D-DMK30,,10,לוחית כרסום ,0
DAPRA,DTB-12-D-DMK35-IN,,10,לוחית כרסום ,0
DAPRA,DTB-12-T-DMP25,,10,לוחית כרסום ,0
DAPRA,RF-1-D-DMP25,,20,לוחית כרסום ,0
DAPRA,RF-10-DMK35-IN,,10,לוחית כרסום ,0
DAPRA,SSEM-1000-MOD-D45-3C,,1,כרסום ,0
DAPRA,SSEM-1250-MOD-D45-4C,,1,כרסום ,0
DAPRA,SSEM-25-25-R55-2,,2,כרסום ,0
